Date,WBUY
2024-09-24,0.1289999932050705
2024-09-25,0.1340000033378601
2024-09-26,0.1420000046491623
2024-09-27,0.13600000739097595
2024-09-30,0.1340000033378601
2024-10-01,0.13300000131130219
2024-10-02,0.13500000536441803
2024-10-03,0.13500000536441803
2024-10-04,0.13699999451637268
2024-10-07,0.13199999928474426
2024-10-08,0.13199999928474426
2024-10-09,0.13199999928474426
2024-10-10,0.12399999797344208
2024-10-11,0.12099999934434891
2024-10-14,0.125
2024-10-15,0.125
2024-10-16,0.12600000202655792
2024-10-17,0.12200000137090683
2024-10-18,0.12600000202655792
2024-10-21,0.13300000131130219
2024-10-22,0.14100000262260437
2024-10-23,0.13899999856948853
2024-10-24,0.1289999932050705
2024-10-25,0.12800000607967377
2024-10-28,0.12600000202655792
2024-10-29,0.12300000339746475
2024-10-30,0.11900000274181366
2024-10-31,0.10999999940395355
2024-11-01,0.11299999803304672
2024-11-04,0.11100000143051147
2024-11-05,0.11400000005960464
2024-11-06,0.11299999803304672
2024-11-07,0.22699999809265137
2024-11-08,0.23999999463558197
2024-11-11,0.23999999463558197
2024-11-12,0.22499999403953552
2024-11-13,0.23199999332427979
2024-11-14,0.19900000095367432
2024-11-15,0.1770000010728836
2024-11-18,0.1589999943971634
2024-11-19,0.1899999976158142
2024-11-20,0.1889999955892563
2024-11-21,0.19099999964237213
