Date,MYSZ
2024-07-23,2.9000000953674316
2024-07-24,2.619999885559082
2024-07-25,2.75
2024-07-26,2.859999895095825
2024-07-29,2.619999885559082
2024-07-30,2.5899999141693115
2024-07-31,2.6700000762939453
2024-08-01,2.6600000858306885
2024-08-02,2.440000057220459
2024-08-05,2.0199999809265137
2024-08-06,1.9900000095367432
2024-08-07,1.9199999570846558
2024-08-08,1.940000057220459
2024-08-09,1.9500000476837158
2024-08-12,2.0199999809265137
2024-08-13,1.8799999952316284
2024-08-14,1.9600000381469727
2024-08-15,2.0
2024-08-16,2.1500000953674316
2024-08-19,2.200000047683716
2024-08-20,2.0799999237060547
2024-08-21,2.119999885559082
2024-08-22,2.109999895095825
2024-08-23,2.1500000953674316
2024-08-26,2.0199999809265137
2024-08-27,2.130000114440918
2024-08-28,1.940000057220459
2024-08-29,1.9500000476837158
2024-08-30,1.8600000143051147
2024-09-03,1.7000000476837158
2024-09-04,1.7100000381469727
2024-09-05,1.753999948501587
2024-09-06,1.659999966621399
2024-09-09,1.590000033378601
2024-09-10,1.659999966621399
2024-09-11,1.600000023841858
2024-09-12,1.909999966621399
2024-09-13,1.940000057220459
2024-09-16,1.8700000047683716
2024-09-17,1.8600000143051147
2024-09-18,1.9800000190734863
2024-09-19,1.9040000438690186
2024-09-20,1.8700000047683716
2024-09-23,1.7300000190734863
2024-09-24,1.690000057220459
2024-09-25,1.659999966621399
2024-09-26,1.6799999475479126
2024-09-27,1.690000057220459
2024-09-30,1.6799999475479126
2024-10-01,1.6699999570846558
2024-10-02,1.6799999475479126
2024-10-03,1.6399999856948853
2024-10-04,1.6399999856948853
2024-10-07,1.559999942779541
2024-10-08,1.5199999809265137
2024-10-09,1.559999942779541
2024-10-10,1.4900000095367432
2024-10-11,1.4700000286102295
2024-10-14,1.399999976158142
2024-10-15,1.5299999713897705
2024-10-16,1.5800000429153442
2024-10-17,1.659999966621399
2024-10-18,1.899999976158142
2024-10-21,1.809999942779541
2024-10-22,1.7799999713897705
2024-10-23,1.6399999856948853
2024-10-24,1.6799999475479126
2024-10-25,1.590000033378601
2024-10-28,1.6399999856948853
2024-10-29,1.6699999570846558
2024-10-30,1.590000033378601
2024-10-31,1.5099999904632568
2024-11-01,1.4800000190734863
2024-11-04,1.6799999475479126
2024-11-05,1.6150000095367432
2024-11-06,1.5199999809265137
2024-11-07,1.5700000524520874
2024-11-08,1.6200000047683716
2024-11-11,1.5800000429153442
2024-11-12,1.5499999523162842
2024-11-13,1.503999948501587
2024-11-14,1.7350000143051147
2024-11-15,1.5299999713897705
2024-11-18,1.4700000286102295
2024-11-19,1.2100000381469727
2024-11-20,1.1200000047683716
2024-11-21,1.1200000047683716
