Date,NCL
2024-06-14,0.2549999952316284
2024-06-17,0.23899999260902405
2024-06-18,0.2549999952316284
2024-06-20,0.2540000081062317
2024-06-21,0.24500000476837158
2024-06-24,0.23600000143051147
2024-06-25,0.23999999463558197
2024-06-26,0.2409999966621399
2024-06-27,0.2409999966621399
2024-06-28,0.23800000548362732
2024-07-01,0.23999999463558197
2024-07-02,0.2370000034570694
2024-07-03,0.23199999332427979
2024-07-05,0.23199999332427979
2024-07-08,0.23399999737739563
2024-07-09,0.23399999737739563
2024-07-10,0.2329999953508377
2024-07-11,0.2409999966621399
2024-07-12,0.25200000405311584
2024-07-15,0.25
2024-07-16,0.2590000033378601
2024-07-17,0.257999986410141
2024-07-18,0.25
2024-07-19,0.24899999797344208
2024-07-22,0.25999999046325684
2024-07-23,0.27000001072883606
2024-07-24,0.25999999046325684
2024-07-25,0.25999999046325684
2024-07-26,0.24199999868869781
2024-07-29,0.2329999953508377
2024-07-30,0.24500000476837158
2024-07-31,0.23999999463558197
2024-08-01,0.23000000417232513
2024-08-02,0.22499999403953552
2024-08-05,0.2150000035762787
2024-08-06,0.20999999344348907
2024-08-07,0.2029999941587448
2024-08-08,0.20000000298023224
2024-08-09,0.1979999989271164
2024-08-12,0.19900000095367432
2024-08-13,0.19900000095367432
2024-08-14,0.20100000500679016
2024-08-15,0.20000000298023224
2024-08-16,0.20000000298023224
2024-08-19,0.2150000035762787
2024-08-20,0.23999999463558197
2024-08-21,0.23000000417232513
2024-08-22,0.21899999678134918
2024-08-23,0.2150000035762787
2024-08-26,0.21400000154972076
2024-08-27,0.21299999952316284
2024-08-28,0.19599999487400055
2024-08-29,0.17100000381469727
2024-08-30,0.17299999296665192
2024-09-03,0.17000000178813934
2024-09-04,0.16599999368190765
2024-09-05,0.17599999904632568
2024-09-06,0.16899999976158142
2024-09-09,0.17000000178813934
2024-09-10,0.17100000381469727
2024-09-11,0.17499999701976776
2024-09-12,0.17499999701976776
2024-09-13,0.16899999976158142
2024-09-16,0.17499999701976776
2024-09-17,0.1679999977350235
2024-09-18,0.17100000381469727
2024-09-19,0.18400000035762787
2024-09-20,0.17399999499320984
2024-09-23,0.16699999570846558
2024-09-24,0.17299999296665192
2024-09-25,0.17000000178813934
2024-09-26,0.17499999701976776
2024-09-27,0.17599999904632568
2024-09-30,0.18000000715255737
2024-10-01,0.17499999701976776
2024-10-02,0.16699999570846558
2024-10-03,0.1679999977350235
2024-10-04,0.17000000178813934
2024-10-07,0.17000000178813934
2024-10-08,0.17399999499320984
2024-10-09,0.17000000178813934
2024-10-10,0.1679999977350235
2024-10-11,0.1679999977350235
2024-10-14,0.17100000381469727
2024-10-15,0.16899999976158142
2024-10-16,0.18299999833106995
2024-10-17,0.18000000715255737
2024-10-18,0.18000000715255737
2024-10-21,0.18299999833106995
2024-10-22,0.1850000023841858
2024-10-23,0.17900000512599945
2024-10-24,0.1809999942779541
2024-10-25,0.17800000309944153
2024-10-28,0.20900000631809235
2024-10-29,0.1899999976158142
2024-10-30,0.19699999690055847
2024-10-31,0.1940000057220459
2024-11-01,0.2240000069141388
2024-11-04,0.1899999976158142
2024-11-05,0.19599999487400055
2024-11-06,0.20100000500679016
2024-11-07,0.2240000069141388
2024-11-08,0.33399999141693115
2024-11-11,0.39500001072883606
2024-11-12,0.29899999499320984
2024-11-13,0.24500000476837158
2024-11-14,0.2329999953508377
2024-11-15,0.27000001072883606
2024-11-18,0.30000001192092896
2024-11-19,0.29100000858306885
2024-11-20,0.2770000100135803
2024-11-21,0.2809999883174896
