Date,ICCT
2024-07-25,0.7099999785423279
2024-07-26,0.6769999861717224
2024-07-29,0.6639999747276306
2024-07-30,0.6790000200271606
2024-07-31,0.6420000195503235
2024-08-01,0.6000000238418579
2024-08-02,0.5809999704360962
2024-08-05,0.49000000953674316
2024-08-06,0.574999988079071
2024-08-07,0.5019999742507935
2024-08-08,0.5080000162124634
2024-08-09,0.46799999475479126
2024-08-12,0.503000020980835
2024-08-13,0.5289999842643738
2024-08-14,0.5410000085830688
2024-08-15,0.5329999923706055
2024-08-16,0.5199999809265137
2024-08-19,0.5299999713897705
2024-08-20,0.5460000038146973
2024-08-21,0.5239999890327454
2024-08-22,0.574999988079071
2024-08-23,0.5870000123977661
2024-08-26,0.5699999928474426
2024-08-27,0.5350000262260437
2024-08-28,0.5920000076293945
2024-08-29,0.5550000071525574
2024-08-30,0.5
2024-09-03,0.4869999885559082
2024-09-04,0.4869999885559082
2024-09-05,0.5239999890327454
2024-09-06,0.5289999842643738
2024-09-09,0.5419999957084656
2024-09-10,0.531000018119812
2024-09-11,0.5049999952316284
2024-09-12,0.5049999952316284
2024-09-13,0.5
2024-09-16,0.5
2024-09-17,0.46399998664855957
2024-09-18,0.4300000071525574
2024-09-19,0.35100001096725464
2024-09-20,0.3799999952316284
2024-09-23,0.3700000047683716
2024-09-24,0.37400001287460327
2024-09-25,0.34299999475479126
2024-09-26,0.3490000069141388
2024-09-27,0.3499999940395355
2024-09-30,0.3499999940395355
2024-10-01,0.3499999940395355
2024-10-02,0.5600000023841858
2024-10-03,0.5989999771118164
2024-10-04,0.4099999964237213
2024-10-07,0.3619999885559082
2024-10-08,0.3580000102519989
2024-10-09,0.38999998569488525
2024-10-10,0.37400001287460327
2024-10-11,0.3659999966621399
2024-10-14,0.36899998784065247
2024-10-15,0.36000001430511475
2024-10-16,0.36500000953674316
2024-10-17,0.3580000102519989
2024-10-18,0.3700000047683716
2024-10-21,0.2800000011920929
2024-10-22,0.2930000126361847
2024-10-23,0.28700000047683716
2024-10-24,0.2849999964237213
2024-10-25,0.2639999985694885
2024-10-28,0.24899999797344208
2024-10-29,0.2290000021457672
2024-10-30,0.24300000071525574
2024-10-31,0.1589999943971634
2024-11-01,0.18799999356269836
2024-11-04,0.18400000035762787
2024-11-05,0.18299999833106995
2024-11-06,0.18799999356269836
2024-11-07,0.18799999356269836
2024-11-08,0.18000000715255737
2024-11-11,0.17000000178813934
2024-11-12,0.16500000655651093
2024-11-13,0.1679999977350235
2024-11-14,0.17499999701976776
2024-11-15,0.1599999964237213
2024-11-18,0.1720000058412552
2024-11-19,0.1809999942779541
2024-11-20,0.17100000381469727
2024-11-21,0.17499999701976776
