Date,VCIG
2024-01-23,53.900001525878906
2024-01-24,50.470001220703125
2024-01-25,50.71500015258789
2024-01-26,47.57899856567383
2024-01-29,46.54999923706055
2024-01-30,45.56999969482422
2024-01-31,43.119998931884766
2024-02-01,44.099998474121094
2024-02-02,44.59000015258789
2024-02-05,43.61000061035156
2024-02-06,43.07099914550781
2024-02-07,39.98400115966797
2024-02-08,45.814998626708984
2024-02-09,53.40999984741211
2024-02-12,51.89099884033203
2024-02-13,61.25
2024-02-14,64.68000030517578
2024-02-15,58.310001373291016
2024-02-16,51.939998626708984
2024-02-20,54.880001068115234
2024-02-21,61.7400016784668
2024-02-22,56.84000015258789
2024-02-23,53.40999984741211
2024-02-26,51.939998626708984
2024-02-27,51.939998626708984
2024-02-28,52.91999816894531
2024-02-29,51.45000076293945
2024-03-01,50.470001220703125
2024-03-04,51.45000076293945
2024-03-05,50.959999084472656
2024-03-06,50.959999084472656
2024-03-07,60.27000045776367
2024-03-08,53.40999984741211
2024-03-11,53.900001525878906
2024-03-12,55.86000061035156
2024-03-13,57.81999969482422
2024-03-14,54.880001068115234
2024-03-15,56.349998474121094
2024-03-18,56.349998474121094
2024-03-19,54.38999938964844
2024-03-20,55.369998931884766
2024-03-21,50.959999084472656
2024-03-22,55.369998931884766
2024-03-25,57.81999969482422
2024-03-26,51.939998626708984
2024-03-27,53.40999984741211
2024-03-28,51.45000076293945
2024-04-01,52.43000030517578
2024-04-02,49.97999954223633
2024-04-03,49.4900016784668
2024-04-04,48.5099983215332
2024-04-05,50.470001220703125
2024-04-08,48.5099983215332
2024-04-09,50.470001220703125
2024-04-10,53.900001525878906
2024-04-11,57.33000183105469
2024-04-12,59.290000915527344
2024-04-15,56.349998474121094
2024-04-16,55.86000061035156
2024-04-17,55.86000061035156
2024-04-18,60.7599983215332
2024-04-19,57.33000183105469
2024-04-22,56.349998474121094
2024-04-23,56.84000015258789
2024-04-24,54.880001068115234
2024-04-25,57.33000183105469
2024-04-26,57.33000183105469
2024-04-29,61.25
2024-04-30,58.79999923706055
2024-05-01,56.84000015258789
2024-05-02,53.40999984741211
2024-05-03,51.939998626708984
2024-05-06,53.40999984741211
2024-05-07,53.40999984741211
2024-05-08,54.880001068115234
2024-05-09,53.900001525878906
2024-05-10,51.45000076293945
2024-05-13,53.40999984741211
2024-05-14,50.959999084472656
2024-05-15,48.362998962402344
2024-05-16,47.040000915527344
2024-05-17,43.119998931884766
2024-05-20,43.119998931884766
2024-05-21,42.13999938964844
2024-05-22,41.404998779296875
2024-05-23,40.81700134277344
2024-05-24,40.71900177001953
2024-05-28,39.1510009765625
2024-05-29,37.2400016784668
2024-05-30,37.191001892089844
2024-05-31,34.29999923706055
2024-06-03,35.03499984741211
2024-06-04,34.3489990234375
2024-06-05,34.790000915527344
2024-06-06,34.3489990234375
2024-06-07,31.261999130249023
2024-06-10,30.673999786376953
2024-06-11,33.85900115966797
2024-06-12,32.34000015258789
2024-06-13,31.555999755859375
2024-06-14,31.360000610351562
2024-06-17,31.65399932861328
2024-06-18,31.163999557495117
2024-06-20,30.625
2024-06-21,32.34000015258789
2024-06-24,29.840999603271484
2024-06-25,27.93000030517578
2024-06-26,30.3799991607666
2024-06-27,28.90999984741211
2024-06-28,29.35099983215332
2024-07-01,28.90999984741211
2024-07-02,30.135000228881836
2024-07-03,28.615999221801758
2024-07-05,27.684999465942383
2024-07-08,26.704999923706055
2024-07-09,25.92099952697754
2024-07-10,25.284000396728516
2024-07-11,25.969999313354492
2024-07-12,27.93000030517578
2024-07-15,25.676000595092773
2024-07-16,25.136999130249023
2024-07-17,25.18600082397461
2024-07-18,24.451000213623047
2024-07-19,24.451000213623047
2024-07-22,23.274999618530273
2024-07-23,21.36400032043457
2024-07-24,20.5310001373291
2024-07-25,22.736000061035156
2024-07-26,16.80699920654297
2024-07-29,16.121000289916992
2024-07-30,15.630999565124512
2024-07-31,14.994000434875488
2024-08-01,14.210000038146973
2024-08-02,13.916000366210938
2024-08-05,13.720000267028809
2024-08-06,14.16100025177002
2024-08-07,13.572999954223633
2024-08-08,11.661999702453613
2024-08-09,10.633000373840332
2024-08-12,10.045000076293945
2024-08-13,9.211999893188477
2024-08-14,8.819999694824219
2024-08-15,11.123000144958496
2024-08-16,10.829000473022461
2024-08-19,10.241000175476074
2024-08-20,9.604000091552734
2024-08-21,10.142999649047852
2024-08-22,10.093999862670898
2024-08-23,10.878000259399414
2024-08-26,11.465999603271484
2024-08-27,9.163000106811523
2024-08-28,8.62399959564209
2024-08-29,7.986999988555908
2024-08-30,8.085000038146973
2024-09-03,6.958000183105469
2024-09-04,7.1539998054504395
2024-09-05,7.006999969482422
2024-09-06,6.7129998207092285
2024-09-09,6.860000133514404
2024-09-10,6.0269999504089355
2024-09-11,6.614999771118164
2024-09-12,6.321000099182129
2024-09-13,6.517000198364258
2024-09-16,6.076000213623047
2024-09-17,6.076000213623047
2024-09-18,6.125
2024-09-19,7.301000118255615
2024-09-20,7.006999969482422
2024-09-23,7.1539998054504395
2024-09-24,6.908999919891357
2024-09-25,6.810999870300293
2024-09-26,7.790999889373779
2024-09-27,7.742000102996826
2024-09-30,7.546000003814697
2024-10-01,7.986999988555908
2024-10-02,6.4679999351501465
2024-10-03,6.7129998207092285
2024-10-04,6.565999984741211
2024-10-07,6.664000034332275
2024-10-08,6.271999835968018
2024-10-09,6.664000034332275
2024-10-10,6.860000133514404
2024-10-11,6.664000034332275
2024-10-14,5.046999931335449
2024-10-15,4.214000225067139
2024-10-16,4.263000011444092
2024-10-17,4.164999961853027
2024-10-18,4.409999847412109
2024-10-21,4.703999996185303
2024-10-22,5.046999931335449
2024-10-23,4.802000045776367
2024-10-24,4.164999961853027
2024-10-25,4.066999912261963
2024-10-28,3.7730000019073486
2024-10-29,4.605999946594238
2024-10-30,4.263000011444092
2024-10-31,3.9690001010894775
2024-11-01,2.989000082015991
2024-11-04,2.8910000324249268
2024-11-05,2.8499999046325684
2024-11-06,2.2100000381469727
2024-11-07,2.369999885559082
2024-11-08,2.059999942779541
2024-11-11,1.659999966621399
2024-11-12,1.6799999475479126
2024-11-13,1.5299999713897705
2024-11-14,1.659999966621399
2024-11-15,1.6200000047683716
2024-11-18,1.5299999713897705
2024-11-19,1.559999942779541
2024-11-20,1.8700000047683716
2024-11-21,2.1500000953674316
