Date,CB
2023-03-14,194.00999450683594
2023-03-15,187.39999389648438
2023-03-16,191.86000061035156
2023-03-17,186.8000030517578
2023-03-20,189.58999633789062
2023-03-21,194.2899932861328
2023-03-22,190.0399932861328
2023-03-23,186.00999450683594
2023-03-24,186.5500030517578
2023-03-27,188.9199981689453
2023-03-28,189.55999755859375
2023-03-29,193.25999450683594
2023-03-30,193.4199981689453
2023-03-31,194.17999267578125
2023-04-03,196.67999267578125
2023-04-04,195.4600067138672
2023-04-05,195.99000549316406
2023-04-06,196.8000030517578
2023-04-10,196.02999877929688
2023-04-11,198.0800018310547
2023-04-12,199.22999572753906
2023-04-13,200.1199951171875
2023-04-14,195.77999877929688
2023-04-17,198.2100067138672
2023-04-18,201.69000244140625
2023-04-19,204.5
2023-04-20,203.9600067138672
2023-04-21,201.19000244140625
2023-04-24,200.57000732421875
2023-04-25,201.17999267578125
2023-04-26,198.3699951171875
2023-04-27,199.02999877929688
2023-04-28,201.55999755859375
2023-05-01,202.13999938964844
2023-05-02,200.5
2023-05-03,197.77999877929688
2023-05-04,195.47000122070312
2023-05-05,198.92999267578125
2023-05-08,199.66000366210938
2023-05-09,201.47999572753906
2023-05-10,200.47000122070312
2023-05-11,201.38999938964844
2023-05-12,200.27000427246094
2023-05-15,200.0500030517578
2023-05-16,199.60000610351562
2023-05-17,198.92999267578125
2023-05-18,200.63999938964844
2023-05-19,201.17999267578125
2023-05-22,198.1999969482422
2023-05-23,196.44000244140625
2023-05-24,194.07000732421875
2023-05-25,190.58999633789062
2023-05-26,190.08999633789062
2023-05-30,190.10000610351562
2023-05-31,185.8000030517578
2023-06-01,187.6999969482422
2023-06-02,192.36000061035156
2023-06-05,191.32000732421875
2023-06-06,191.6199951171875
2023-06-07,192.58999633789062
2023-06-08,191.60000610351562
2023-06-09,191.14999389648438
2023-06-12,190.5500030517578
2023-06-13,191.88999938964844
2023-06-14,188.83999633789062
2023-06-15,191.25999450683594
2023-06-16,194.94000244140625
2023-06-20,193.27000427246094
2023-06-21,193.9199981689453
2023-06-22,195.13999938964844
2023-06-23,193.24000549316406
2023-06-26,190.77999877929688
2023-06-27,189.75
2023-06-28,184.9199981689453
2023-06-29,189.10000610351562
2023-06-30,192.55999755859375
2023-07-03,192.3000030517578
2023-07-05,191.1199951171875
2023-07-06,192.2100067138672
2023-07-07,191.52999877929688
2023-07-10,188.08999633789062
2023-07-11,192.11000061035156
2023-07-12,190.27999877929688
2023-07-13,190.0
2023-07-14,188.3300018310547
2023-07-17,191.6699981689453
2023-07-18,193.0
2023-07-19,193.19000244140625
2023-07-20,199.38999938964844
2023-07-21,199.80999755859375
2023-07-24,200.5399932861328
2023-07-25,195.52000427246094
2023-07-26,205.88999938964844
2023-07-27,211.1999969482422
2023-07-28,205.97999572753906
2023-07-31,204.41000366210938
2023-08-01,203.22000122070312
2023-08-02,205.5500030517578
2023-08-03,202.89999389648438
2023-08-04,200.9199981689453
2023-08-07,203.02000427246094
2023-08-08,201.0800018310547
2023-08-09,201.0
2023-08-10,201.61000061035156
2023-08-11,201.77000427246094
2023-08-14,201.6699981689453
2023-08-15,199.3699951171875
2023-08-16,202.02999877929688
2023-08-17,200.0399932861328
2023-08-18,199.89999389648438
2023-08-21,200.0500030517578
2023-08-22,199.10000610351562
2023-08-23,201.27999877929688
2023-08-24,201.1699981689453
2023-08-25,201.6300048828125
2023-08-28,200.77000427246094
2023-08-29,201.92999267578125
2023-08-30,201.75999450683594
2023-08-31,200.8699951171875
2023-09-01,203.2899932861328
2023-09-05,200.05999755859375
2023-09-06,201.94000244140625
2023-09-07,204.02000427246094
2023-09-08,204.6699981689453
2023-09-11,206.35000610351562
2023-09-12,208.2899932861328
2023-09-13,209.8699951171875
2023-09-14,211.97999572753906
2023-09-15,212.1999969482422
2023-09-18,214.11000061035156
2023-09-19,214.27000427246094
2023-09-20,213.75999450683594
2023-09-21,212.49000549316406
2023-09-22,213.0800018310547
2023-09-25,212.22999572753906
2023-09-26,211.97000122070312
2023-09-27,211.6300048828125
2023-09-28,212.27000427246094
2023-09-29,208.17999267578125
2023-10-02,206.39999389648438
2023-10-03,204.91000366210938
2023-10-04,207.6699981689453
2023-10-05,210.75999450683594
2023-10-06,209.5500030517578
2023-10-09,210.49000549316406
2023-10-10,209.6699981689453
2023-10-11,210.17999267578125
2023-10-12,209.33999633789062
2023-10-13,210.94000244140625
2023-10-16,214.02000427246094
2023-10-17,216.1300048828125
2023-10-18,215.16000366210938
2023-10-19,210.5500030517578
2023-10-20,207.99000549316406
2023-10-23,206.52000427246094
2023-10-24,211.44000244140625
2023-10-25,215.64999389648438
2023-10-26,213.08999633789062
2023-10-27,208.5500030517578
2023-10-30,213.6999969482422
2023-10-31,214.6199951171875
2023-11-01,220.30999755859375
2023-11-02,218.60000610351562
2023-11-03,218.7899932861328
2023-11-06,219.5500030517578
2023-11-07,218.94000244140625
2023-11-08,219.00999450683594
2023-11-09,218.8300018310547
2023-11-10,222.44000244140625
2023-11-13,222.0
2023-11-14,219.5500030517578
2023-11-15,218.22000122070312
2023-11-16,222.0
2023-11-17,222.6300048828125
2023-11-20,223.16000366210938
2023-11-21,225.2899932861328
2023-11-22,226.6699981689453
2023-11-24,227.0399932861328
2023-11-27,228.35000610351562
2023-11-28,224.99000549316406
2023-11-29,225.0800018310547
2023-11-30,229.42999267578125
2023-12-01,228.66000366210938
2023-12-04,228.1199951171875
2023-12-05,226.8800048828125
2023-12-06,224.2899932861328
2023-12-07,223.1300048828125
2023-12-08,222.91000366210938
2023-12-11,224.47000122070312
2023-12-12,227.07000732421875
2023-12-13,226.11000061035156
2023-12-14,220.50999450683594
2023-12-15,220.07000732421875
2023-12-18,220.30999755859375
2023-12-19,221.80999755859375
2023-12-20,218.80999755859375
2023-12-21,220.02000427246094
2023-12-22,220.77000427246094
2023-12-26,222.07000732421875
2023-12-27,222.69000244140625
2023-12-28,224.42999267578125
2023-12-29,226.0
2024-01-02,227.35000610351562
2024-01-03,226.41000366210938
2024-01-04,227.3000030517578
2024-01-05,227.6999969482422
2024-01-08,226.1999969482422
2024-01-09,225.30999755859375
2024-01-10,225.25
2024-01-11,227.7100067138672
2024-01-12,227.5500030517578
2024-01-16,227.72999572753906
2024-01-17,228.25
2024-01-18,230.02999877929688
2024-01-19,237.32000732421875
2024-01-22,239.0
2024-01-23,240.35000610351562
2024-01-24,241.5800018310547
2024-01-25,241.2100067138672
2024-01-26,241.24000549316406
2024-01-29,242.77000427246094
2024-01-30,243.1699981689453
2024-01-31,245.0
2024-02-01,244.9499969482422
2024-02-02,246.69000244140625
2024-02-05,249.25
2024-02-06,247.6699981689453
2024-02-07,246.88999938964844
2024-02-08,244.33999633789062
2024-02-09,247.2100067138672
2024-02-12,248.00999450683594
2024-02-13,246.82000732421875
2024-02-14,248.1199951171875
2024-02-15,251.05999755859375
2024-02-16,250.89999389648438
2024-02-20,250.50999450683594
2024-02-21,251.9600067138672
2024-02-22,255.44000244140625
2024-02-23,256.010009765625
2024-02-26,254.83999633789062
2024-02-27,254.8699951171875
2024-02-28,253.5800018310547
2024-02-29,251.6699981689453
2024-03-01,250.6199951171875
2024-03-04,248.25999450683594
2024-03-05,249.36000061035156
2024-03-06,250.5500030517578
2024-03-07,248.82000732421875
2024-03-08,248.80999755859375
2024-03-11,255.0
2024-03-12,257.75
2024-03-13,260.2099914550781
2024-03-14,257.6300048828125
2024-03-15,256.2900085449219
2024-03-18,257.6400146484375
2024-03-19,258.4800109863281
2024-03-20,258.510009765625
2024-03-21,256.30999755859375
2024-03-22,255.50999450683594
2024-03-25,255.61000061035156
2024-03-26,256.0799865722656
2024-03-27,258.5
2024-03-28,259.1300048828125
2024-04-01,257.3999938964844
2024-04-02,256.3399963378906
2024-04-03,254.7899932861328
2024-04-04,252.22999572753906
2024-04-05,252.89999389648438
2024-04-08,253.16000366210938
2024-04-09,248.02999877929688
2024-04-10,248.0
2024-04-11,244.52999877929688
2024-04-12,245.80999755859375
2024-04-15,244.44000244140625
2024-04-16,245.2100067138672
2024-04-17,243.52999877929688
2024-04-18,245.38999938964844
2024-04-19,250.2100067138672
2024-04-22,251.5
2024-04-23,249.8800048828125
2024-04-24,243.00999450683594
2024-04-25,245.9600067138672
2024-04-26,245.4499969482422
2024-04-29,249.22000122070312
2024-04-30,248.63999938964844
2024-05-01,249.92999267578125
2024-05-02,250.25
2024-05-03,248.5399932861328
2024-05-06,252.0500030517578
2024-05-07,251.9499969482422
2024-05-08,251.6300048828125
2024-05-09,254.0399932861328
2024-05-10,254.83999633789062
2024-05-13,254.5399932861328
2024-05-14,253.16000366210938
2024-05-15,252.97000122070312
2024-05-16,264.8800048828125
2024-05-17,274.2799987792969
2024-05-20,264.1400146484375
2024-05-21,265.0
2024-05-22,267.44000244140625
2024-05-23,263.0799865722656
2024-05-24,264.760009765625
2024-05-28,262.6400146484375
2024-05-29,261.5299987792969
2024-05-30,265.1499938964844
2024-05-31,270.82000732421875
2024-06-03,266.6400146484375
2024-06-04,264.80999755859375
2024-06-05,264.1400146484375
2024-06-06,263.75
2024-06-07,267.2200012207031
2024-06-10,267.69000244140625
2024-06-11,263.9200134277344
2024-06-12,263.0400085449219
2024-06-13,263.2099914550781
2024-06-14,259.4599914550781
2024-06-17,260.7200012207031
2024-06-18,263.0299987792969
2024-06-20,266.4800109863281
2024-06-21,264.6000061035156
2024-06-24,266.1199951171875
2024-06-25,263.2900085449219
2024-06-26,260.010009765625
2024-06-27,262.0299987792969
2024-06-28,255.0800018310547
2024-07-01,254.82000732421875
2024-07-02,255.57000732421875
2024-07-03,254.0800018310547
2024-07-05,252.50999450683594
2024-07-08,252.99000549316406
2024-07-09,253.33999633789062
2024-07-10,256.32000732421875
2024-07-11,257.989990234375
2024-07-12,258.3399963378906
2024-07-15,260.20001220703125
2024-07-16,261.6499938964844
2024-07-17,267.4700012207031
2024-07-18,267.6700134277344
2024-07-19,259.8800048828125
2024-07-22,262.010009765625
2024-07-23,263.25
2024-07-24,260.0400085449219
2024-07-25,261.6099853515625
2024-07-26,270.05999755859375
2024-07-29,271.70001220703125
2024-07-30,276.6600036621094
2024-07-31,275.6600036621094
2024-08-01,271.95001220703125
2024-08-02,271.32000732421875
2024-08-05,269.32000732421875
2024-08-06,265.17999267578125
2024-08-07,265.7099914550781
2024-08-08,269.2200012207031
2024-08-09,270.260009765625
2024-08-12,268.0
2024-08-13,267.82000732421875
2024-08-14,272.3699951171875
2024-08-15,272.6400146484375
2024-08-16,273.4100036621094
2024-08-19,274.0299987792969
2024-08-20,272.0299987792969
2024-08-21,272.07000732421875
2024-08-22,272.8500061035156
2024-08-23,276.1000061035156
2024-08-26,275.6300048828125
2024-08-27,277.2099914550781
2024-08-28,278.7099914550781
2024-08-29,281.9800109863281
2024-08-30,284.17999267578125
2024-09-03,286.70001220703125
2024-09-04,290.94000244140625
2024-09-05,287.3299865722656
2024-09-06,287.5
2024-09-09,292.20001220703125
2024-09-10,291.0299987792969
2024-09-11,284.3399963378906
2024-09-12,288.55999755859375
2024-09-13,288.8699951171875
2024-09-16,291.32000732421875
2024-09-17,290.7799987792969
2024-09-18,289.17999267578125
2024-09-19,290.5799865722656
2024-09-20,290.6600036621094
2024-09-23,292.1099853515625
2024-09-24,289.760009765625
2024-09-25,290.3299865722656
2024-09-26,289.8399963378906
2024-09-27,289.57000732421875
2024-09-30,288.3900146484375
2024-10-01,292.1199951171875
2024-10-02,291.3299865722656
2024-10-03,288.5400085449219
2024-10-04,290.5899963378906
2024-10-07,277.17999267578125
2024-10-08,279.9599914550781
2024-10-09,282.8299865722656
2024-10-10,284.70001220703125
2024-10-11,286.8299865722656
2024-10-14,288.7099914550781
2024-10-15,287.3999938964844
2024-10-16,293.1000061035156
2024-10-17,301.8900146484375
2024-10-18,301.6600036621094
2024-10-21,297.8500061035156
2024-10-22,297.1099853515625
2024-10-23,295.0
2024-10-24,293.9599914550781
2024-10-25,287.989990234375
2024-10-28,290.0199890136719
2024-10-29,287.20001220703125
2024-10-30,283.6400146484375
2024-10-31,282.44000244140625
2024-11-01,277.4100036621094
2024-11-04,276.0799865722656
2024-11-05,277.2900085449219
2024-11-06,280.010009765625
2024-11-07,277.989990234375
2024-11-08,281.3599853515625
2024-11-11,280.70001220703125
2024-11-12,282.8900146484375
2024-11-13,283.3800048828125
2024-11-14,286.92999267578125
2024-11-15,288.0
2024-11-18,288.7300109863281
2024-11-19,283.8699951171875
2024-11-20,282.8399963378906
2024-11-21,285.1099853515625
