Date,MMC
2024-05-24,207.88999938964844
2024-05-28,203.97000122070312
2024-05-29,201.9600067138672
2024-05-30,204.39999389648438
2024-05-31,207.5800018310547
2024-06-03,206.50999450683594
2024-06-04,208.49000549316406
2024-06-05,208.1300048828125
2024-06-06,208.25999450683594
2024-06-07,209.99000549316406
2024-06-10,209.61000061035156
2024-06-11,209.82000732421875
2024-06-12,210.47999572753906
2024-06-13,209.5
2024-06-14,208.8800048828125
2024-06-17,211.52000427246094
2024-06-18,212.72000122070312
2024-06-20,215.0
2024-06-21,214.39999389648438
2024-06-24,215.75
2024-06-25,212.22000122070312
2024-06-26,210.7899932861328
2024-06-27,210.94000244140625
2024-06-28,210.72000122070312
2024-07-01,210.25
2024-07-02,211.99000549316406
2024-07-03,212.89999389648438
2024-07-05,213.9199981689453
2024-07-08,214.25999450683594
2024-07-09,211.8000030517578
2024-07-10,214.8699951171875
2024-07-11,217.33999633789062
2024-07-12,218.35000610351562
2024-07-15,218.47000122070312
2024-07-16,218.91000366210938
2024-07-17,220.66000366210938
2024-07-18,217.4199981689453
2024-07-19,216.75
2024-07-22,219.02999877929688
2024-07-23,219.0399932861328
2024-07-24,217.47999572753906
2024-07-25,216.05999755859375
2024-07-26,217.97000122070312
2024-07-29,219.63999938964844
2024-07-30,222.4199981689453
2024-07-31,222.57000732421875
2024-08-01,224.61000061035156
2024-08-02,223.9499969482422
2024-08-05,216.2899932861328
2024-08-06,217.2100067138672
2024-08-07,218.08999633789062
2024-08-08,219.38999938964844
2024-08-09,220.05999755859375
2024-08-12,217.35000610351562
2024-08-13,217.50999450683594
2024-08-14,221.0500030517578
2024-08-15,221.25
2024-08-16,221.91000366210938
2024-08-19,223.17999267578125
2024-08-20,224.1300048828125
2024-08-21,224.30999755859375
2024-08-22,225.47000122070312
2024-08-23,223.32000732421875
2024-08-26,224.36000061035156
2024-08-27,226.32000732421875
2024-08-28,225.92999267578125
2024-08-29,227.05999755859375
2024-08-30,227.50999450683594
2024-09-03,229.02999877929688
2024-09-04,231.4199981689453
2024-09-05,228.4600067138672
2024-09-06,227.85000610351562
2024-09-09,230.5800018310547
2024-09-10,231.83999633789062
2024-09-11,229.0800018310547
2024-09-12,230.02999877929688
2024-09-13,229.67999267578125
2024-09-16,231.1699981689453
2024-09-17,228.07000732421875
2024-09-18,226.19000244140625
2024-09-19,224.61000061035156
2024-09-20,223.5500030517578
2024-09-23,224.57000732421875
2024-09-24,223.24000549316406
2024-09-25,223.8800048828125
2024-09-26,223.8000030517578
2024-09-27,223.94000244140625
2024-09-30,223.08999633789062
2024-10-01,222.7899932861328
2024-10-02,223.08999633789062
2024-10-03,221.86000061035156
2024-10-04,222.16000366210938
2024-10-07,219.77999877929688
2024-10-08,223.97000122070312
2024-10-09,226.75999450683594
2024-10-10,223.52999877929688
2024-10-11,225.0500030517578
2024-10-14,227.52000427246094
2024-10-15,226.05999755859375
2024-10-16,227.91000366210938
2024-10-17,226.9199981689453
2024-10-18,224.66000366210938
2024-10-21,222.05999755859375
2024-10-22,221.83999633789062
2024-10-23,223.49000549316406
2024-10-24,222.47999572753906
2024-10-25,221.30999755859375
2024-10-28,221.83999633789062
2024-10-29,221.69000244140625
2024-10-30,221.02000427246094
2024-10-31,218.24000549316406
2024-11-01,219.10000610351562
2024-11-04,221.16000366210938
2024-11-05,221.5500030517578
2024-11-06,223.25
2024-11-07,223.17999267578125
2024-11-08,225.36000061035156
2024-11-11,223.7899932861328
2024-11-12,225.1699981689453
2024-11-13,225.72999572753906
2024-11-14,221.5
2024-11-15,222.13999938964844
2024-11-18,223.6699981689453
2024-11-19,220.72999572753906
2024-11-20,221.9600067138672
2024-11-21,224.4199981689453
