Date,JKHY
2024-02-09,175.92999267578125
2024-02-12,175.7100067138672
2024-02-13,172.61000061035156
2024-02-14,175.25999450683594
2024-02-15,174.0800018310547
2024-02-16,172.47999572753906
2024-02-20,173.10000610351562
2024-02-21,172.1300048828125
2024-02-22,173.63999938964844
2024-02-23,175.9499969482422
2024-02-26,174.4199981689453
2024-02-27,175.19000244140625
2024-02-28,173.3300018310547
2024-02-29,173.77000427246094
2024-03-01,171.9600067138672
2024-03-04,173.5500030517578
2024-03-05,172.52000427246094
2024-03-06,174.32000732421875
2024-03-07,173.77999877929688
2024-03-08,174.64999389648438
2024-03-11,173.52000427246094
2024-03-12,171.82000732421875
2024-03-13,172.35000610351562
2024-03-14,170.80999755859375
2024-03-15,170.9499969482422
2024-03-18,170.39999389648438
2024-03-19,171.0500030517578
2024-03-20,171.5
2024-03-21,171.86000061035156
2024-03-22,168.9499969482422
2024-03-25,165.75
2024-03-26,166.38999938964844
2024-03-27,172.25999450683594
2024-03-28,173.72999572753906
2024-04-01,170.4600067138672
2024-04-02,170.2899932861328
2024-04-03,170.25999450683594
2024-04-04,169.41000366210938
2024-04-05,170.02999877929688
2024-04-08,171.57000732421875
2024-04-09,174.1699981689453
2024-04-10,170.4600067138672
2024-04-11,170.0500030517578
2024-04-12,167.57000732421875
2024-04-15,165.0399932861328
2024-04-16,163.75
2024-04-17,164.6699981689453
2024-04-18,164.77000427246094
2024-04-19,165.60000610351562
2024-04-22,164.83999633789062
2024-04-23,166.47999572753906
2024-04-24,165.1999969482422
2024-04-25,165.88999938964844
2024-04-26,164.8800048828125
2024-04-29,166.1199951171875
2024-04-30,162.69000244140625
2024-05-01,162.52000427246094
2024-05-02,162.50999450683594
2024-05-03,164.17999267578125
2024-05-06,164.9600067138672
2024-05-07,165.64999389648438
2024-05-08,165.58999633789062
2024-05-09,169.0399932861328
2024-05-10,169.24000549316406
2024-05-13,167.72000122070312
2024-05-14,165.69000244140625
2024-05-15,167.8300018310547
2024-05-16,169.3800048828125
2024-05-17,168.99000549316406
2024-05-20,169.4499969482422
2024-05-21,169.0800018310547
2024-05-22,169.6300048828125
2024-05-23,168.3300018310547
2024-05-24,168.61000061035156
2024-05-28,162.57000732421875
2024-05-29,161.52999877929688
2024-05-30,161.14999389648438
2024-05-31,164.67999267578125
2024-06-03,163.25999450683594
2024-06-04,161.6999969482422
2024-06-05,164.3800048828125
2024-06-06,164.5500030517578
2024-06-07,164.77999877929688
2024-06-10,164.0500030517578
2024-06-11,161.52999877929688
2024-06-12,160.2100067138672
2024-06-13,158.5500030517578
2024-06-14,161.57000732421875
2024-06-17,165.0399932861328
2024-06-18,162.2100067138672
2024-06-20,165.8800048828125
2024-06-21,166.74000549316406
2024-06-24,166.42999267578125
2024-06-25,166.36000061035156
2024-06-26,167.11000061035156
2024-06-27,166.72000122070312
2024-06-28,166.02000427246094
2024-07-01,163.49000549316406
2024-07-02,163.75999450683594
2024-07-03,163.64999389648438
2024-07-05,163.05999755859375
2024-07-08,164.33999633789062
2024-07-09,162.8800048828125
2024-07-10,160.8699951171875
2024-07-11,164.13999938964844
2024-07-12,166.27999877929688
2024-07-15,167.3699951171875
2024-07-16,169.74000549316406
2024-07-17,169.74000549316406
2024-07-18,168.0500030517578
2024-07-19,166.10000610351562
2024-07-22,168.94000244140625
2024-07-23,167.07000732421875
2024-07-24,167.92999267578125
2024-07-25,167.47999572753906
2024-07-26,170.3300018310547
2024-07-29,170.1699981689453
2024-07-30,172.41000366210938
2024-07-31,171.47999572753906
2024-08-01,169.07000732421875
2024-08-02,170.2100067138672
2024-08-05,163.8000030517578
2024-08-06,166.50999450683594
2024-08-07,166.00999450683594
2024-08-08,167.35000610351562
2024-08-09,166.44000244140625
2024-08-12,162.7100067138672
2024-08-13,165.16000366210938
2024-08-14,164.7899932861328
2024-08-15,164.77000427246094
2024-08-16,165.07000732421875
2024-08-19,164.08999633789062
2024-08-20,165.5500030517578
2024-08-21,165.4499969482422
2024-08-22,163.7899932861328
2024-08-23,164.6300048828125
2024-08-26,168.83999633789062
2024-08-27,171.38999938964844
2024-08-28,173.75999450683594
2024-08-29,171.88999938964844
2024-08-30,173.02999877929688
2024-09-03,175.0800018310547
2024-09-04,174.08999633789062
2024-09-05,173.2100067138672
2024-09-06,169.63999938964844
2024-09-09,171.89999389648438
2024-09-10,175.0399932861328
2024-09-11,174.00999450683594
2024-09-12,175.5399932861328
2024-09-13,176.07000732421875
2024-09-16,177.05999755859375
2024-09-17,175.69000244140625
2024-09-18,174.2100067138672
2024-09-19,175.60000610351562
2024-09-20,173.58999633789062
2024-09-23,174.85000610351562
2024-09-24,173.7100067138672
2024-09-25,170.27999877929688
2024-09-26,174.13999938964844
2024-09-27,175.99000549316406
2024-09-30,176.5399932861328
2024-10-01,179.6999969482422
2024-10-02,179.5500030517578
2024-10-03,183.5800018310547
2024-10-04,182.13999938964844
2024-10-07,179.80999755859375
2024-10-08,181.2899932861328
2024-10-09,182.4499969482422
2024-10-10,181.5800018310547
2024-10-11,183.3800048828125
2024-10-14,184.2899932861328
2024-10-15,184.7100067138672
2024-10-16,185.6699981689453
2024-10-17,185.97999572753906
2024-10-18,186.1199951171875
2024-10-21,184.97000122070312
2024-10-22,183.27999877929688
2024-10-23,184.4199981689453
2024-10-24,184.58999633789062
2024-10-25,182.44000244140625
2024-10-28,183.57000732421875
2024-10-29,182.66000366210938
2024-10-30,182.77999877929688
2024-10-31,181.92999267578125
2024-11-01,183.05999755859375
2024-11-04,184.32000732421875
2024-11-05,185.52000427246094
2024-11-06,180.39999389648438
2024-11-07,179.97000122070312
2024-11-08,179.77000427246094
2024-11-11,177.05999755859375
2024-11-12,177.11000061035156
2024-11-13,174.9499969482422
2024-11-14,172.4499969482422
2024-11-15,173.2100067138672
2024-11-18,172.05999755859375
2024-11-19,171.6300048828125
2024-11-20,171.1199951171875
2024-11-21,172.5
