Date,HII
2024-10-15,259.3299865722656
2024-10-16,260.6600036621094
2024-10-17,261.8699951171875
2024-10-18,261.5299987792969
2024-10-21,261.239990234375
2024-10-22,257.1099853515625
2024-10-23,256.0
2024-10-24,254.6999969482422
2024-10-25,253.8300018310547
2024-10-28,255.16000366210938
2024-10-29,253.75999450683594
2024-10-30,250.49000549316406
2024-10-31,184.9600067138672
2024-11-01,189.22999572753906
2024-11-04,191.0399932861328
2024-11-05,193.24000549316406
2024-11-06,203.2100067138672
2024-11-07,197.82000732421875
2024-11-08,202.66000366210938
2024-11-11,206.6300048828125
2024-11-12,204.60000610351562
2024-11-13,204.0
2024-11-14,195.3300018310547
2024-11-15,193.55999755859375
2024-11-18,196.3000030517578
2024-11-19,191.61000061035156
2024-11-20,190.25
2024-11-21,195.3000030517578
