Date,ATO
2024-03-27,118.26000213623047
2024-03-28,118.87000274658203
2024-04-01,117.8499984741211
2024-04-02,117.7699966430664
2024-04-03,116.97000122070312
2024-04-04,116.12999725341797
2024-04-05,116.2300033569336
2024-04-08,116.33000183105469
2024-04-09,116.63999938964844
2024-04-10,115.08000183105469
2024-04-11,114.37999725341797
2024-04-12,113.98999786376953
2024-04-15,113.05999755859375
2024-04-16,112.33000183105469
2024-04-17,114.55999755859375
2024-04-18,114.56999969482422
2024-04-19,117.19999694824219
2024-04-22,118.08000183105469
2024-04-23,117.66999816894531
2024-04-24,118.66000366210938
2024-04-25,118.16999816894531
2024-04-26,116.93000030517578
2024-04-29,118.63999938964844
2024-04-30,117.9000015258789
2024-05-01,118.66000366210938
2024-05-02,119.05000305175781
2024-05-03,119.31999969482422
2024-05-06,119.44999694824219
2024-05-07,120.33999633789062
2024-05-08,120.58999633789062
2024-05-09,119.69000244140625
2024-05-10,117.18000030517578
2024-05-13,116.33000183105469
2024-05-14,117.25
2024-05-15,117.80999755859375
2024-05-16,118.55999755859375
2024-05-17,118.63999938964844
2024-05-20,118.27999877929688
2024-05-21,118.5
2024-05-22,117.19000244140625
2024-05-23,113.98999786376953
2024-05-24,112.61000061035156
2024-05-28,112.04000091552734
2024-05-29,111.33999633789062
2024-05-30,112.58999633789062
2024-05-31,115.91999816894531
2024-06-03,115.51000213623047
2024-06-04,115.88999938964844
2024-06-05,115.01000213623047
2024-06-06,115.44999694824219
2024-06-07,114.77999877929688
2024-06-10,115.4800033569336
2024-06-11,115.75
2024-06-12,116.18000030517578
2024-06-13,116.16999816894531
2024-06-14,116.1500015258789
2024-06-17,116.29000091552734
2024-06-18,117.0
2024-06-20,117.18000030517578
2024-06-21,116.29000091552734
2024-06-24,118.0199966430664
2024-06-25,116.52999877929688
2024-06-26,116.11000061035156
2024-06-27,116.55000305175781
2024-06-28,116.6500015258789
2024-07-01,115.9800033569336
2024-07-02,116.5199966430664
2024-07-03,115.16000366210938
2024-07-05,114.62000274658203
2024-07-08,114.08000183105469
2024-07-09,114.7699966430664
2024-07-10,117.01000213623047
2024-07-11,119.87000274658203
2024-07-12,120.94000244140625
2024-07-15,120.83000183105469
2024-07-16,122.33999633789062
2024-07-17,124.6500015258789
2024-07-18,123.22000122070312
2024-07-19,122.94999694824219
2024-07-22,123.51000213623047
2024-07-23,124.54000091552734
2024-07-24,125.9000015258789
2024-07-25,124.93000030517578
2024-07-26,126.16000366210938
2024-07-29,127.04000091552734
2024-07-30,128.22000122070312
2024-07-31,127.87999725341797
2024-08-01,130.0800018310547
2024-08-02,129.99000549316406
2024-08-05,127.26000213623047
2024-08-06,127.5199966430664
2024-08-07,128.10000610351562
2024-08-08,126.94999694824219
2024-08-09,128.0500030517578
2024-08-12,128.63999938964844
2024-08-13,128.8000030517578
2024-08-14,128.66000366210938
2024-08-15,129.02999877929688
2024-08-16,129.2100067138672
2024-08-19,129.41000366210938
2024-08-20,129.25999450683594
2024-08-21,129.58999633789062
2024-08-22,129.72000122070312
2024-08-23,130.08999633789062
2024-08-26,130.19000244140625
2024-08-27,129.30999755859375
2024-08-28,129.08999633789062
2024-08-29,129.38999938964844
2024-08-30,130.74000549316406
2024-09-03,131.85000610351562
2024-09-04,132.1999969482422
2024-09-05,131.4199981689453
2024-09-06,130.8000030517578
2024-09-09,133.8000030517578
2024-09-10,136.1999969482422
2024-09-11,134.77999877929688
2024-09-12,134.77000427246094
2024-09-13,136.97000122070312
2024-09-16,138.27000427246094
2024-09-17,138.14999389648438
2024-09-18,136.52999877929688
2024-09-19,136.25
2024-09-20,136.55999755859375
2024-09-23,137.35000610351562
2024-09-24,136.47999572753906
2024-09-25,136.5800018310547
2024-09-26,136.77000427246094
2024-09-27,137.77999877929688
2024-09-30,138.7100067138672
2024-10-01,138.97999572753906
2024-10-02,139.1199951171875
2024-10-03,139.22000122070312
2024-10-04,139.83999633789062
2024-10-07,137.66000366210938
2024-10-08,138.22999572753906
2024-10-09,138.0399932861328
2024-10-10,138.1999969482422
2024-10-11,139.36000061035156
2024-10-14,140.27999877929688
2024-10-15,142.0
2024-10-16,143.94000244140625
2024-10-17,143.75999450683594
2024-10-18,143.25999450683594
2024-10-21,142.2100067138672
2024-10-22,141.9199981689453
2024-10-23,143.11000061035156
2024-10-24,142.6699981689453
2024-10-25,140.72000122070312
2024-10-28,141.49000549316406
2024-10-29,140.4499969482422
2024-10-30,139.6199951171875
2024-10-31,138.77999877929688
2024-11-01,138.39999389648438
2024-11-04,137.6699981689453
2024-11-05,137.97999572753906
2024-11-06,138.8800048828125
2024-11-07,141.44000244140625
2024-11-08,144.19000244140625
2024-11-11,146.11000061035156
2024-11-12,146.82000732421875
2024-11-13,146.50999450683594
2024-11-14,144.33999633789062
2024-11-15,144.88999938964844
2024-11-18,146.97000122070312
2024-11-19,146.77999877929688
2024-11-20,147.22000122070312
2024-11-21,150.25999450683594
