Date,NKE
2023-01-06,124.52999877929688
2023-01-09,124.8499984741211
2023-01-10,125.83999633789062
2023-01-11,127.94000244140625
2023-01-12,127.88999938964844
2023-01-13,128.85000610351562
2023-01-17,128.13999938964844
2023-01-18,126.43000030517578
2023-01-19,124.52999877929688
2023-01-20,126.62000274658203
2023-01-23,128.2899932861328
2023-01-24,126.83000183105469
2023-01-25,126.81999969482422
2023-01-26,127.52999877929688
2023-01-27,127.52999877929688
2023-01-30,126.37000274658203
2023-01-31,127.33000183105469
2023-02-01,129.5
2023-02-02,129.05999755859375
2023-02-03,127.61000061035156
2023-02-06,125.7300033569336
2023-02-07,125.33000183105469
2023-02-08,122.91000366210938
2023-02-09,122.18000030517578
2023-02-10,122.2300033569336
2023-02-13,125.1500015258789
2023-02-14,126.19999694824219
2023-02-15,127.4800033569336
2023-02-16,124.37999725341797
2023-02-17,124.83999633789062
2023-02-21,121.0999984741211
2023-02-22,119.9000015258789
2023-02-23,119.95999908447266
2023-02-24,118.04000091552734
2023-02-27,118.52999877929688
2023-02-28,118.79000091552734
2023-03-01,118.58000183105469
2023-03-02,119.58000183105469
2023-03-03,120.94000244140625
2023-03-06,120.16999816894531
2023-03-07,119.58999633789062
2023-03-08,119.86000061035156
2023-03-09,117.87000274658203
2023-03-10,117.48999786376953
2023-03-13,116.86000061035156
2023-03-14,119.0
2023-03-15,118.16999816894531
2023-03-16,120.6500015258789
2023-03-17,120.38999938964844
2023-03-20,121.19999694824219
2023-03-21,125.61000061035156
2023-03-22,119.5
2023-03-23,120.97000122070312
2023-03-24,120.70999908447266
2023-03-27,117.80999755859375
2023-03-28,117.87000274658203
2023-03-29,120.48999786376953
2023-03-30,120.0999984741211
2023-03-31,122.63999938964844
2023-04-03,121.66999816894531
2023-04-04,123.69000244140625
2023-04-05,120.9000015258789
2023-04-06,120.22000122070312
2023-04-10,121.91000366210938
2023-04-11,123.30000305175781
2023-04-12,123.66000366210938
2023-04-13,126.43000030517578
2023-04-14,125.94999694824219
2023-04-17,126.19000244140625
2023-04-18,126.20999908447266
2023-04-19,125.66999816894531
2023-04-20,124.44999694824219
2023-04-21,125.52999877929688
2023-04-24,127.08999633789062
2023-04-25,124.66000366210938
2023-04-26,123.83999633789062
2023-04-27,125.69999694824219
2023-04-28,126.72000122070312
2023-05-01,127.91999816894531
2023-05-02,127.26000213623047
2023-05-03,126.73999786376953
2023-05-04,123.66999816894531
2023-05-05,126.58999633789062
2023-05-08,126.87999725341797
2023-05-09,125.0999984741211
2023-05-10,123.51000213623047
2023-05-11,122.22000122070312
2023-05-12,120.20999908447266
2023-05-15,119.83000183105469
2023-05-16,116.4800033569336
2023-05-17,116.9800033569336
2023-05-18,118.87000274658203
2023-05-19,114.76000213623047
2023-05-22,110.18000030517578
2023-05-23,108.77999877929688
2023-05-24,108.29000091552734
2023-05-25,107.4800033569336
2023-05-26,107.51000213623047
2023-05-30,106.5199966430664
2023-05-31,105.26000213623047
2023-06-01,103.62999725341797
2023-06-02,107.77999877929688
2023-06-05,105.19999694824219
2023-06-06,106.19000244140625
2023-06-07,107.08999633789062
2023-06-08,106.19999694824219
2023-06-09,105.86000061035156
2023-06-12,106.83000183105469
2023-06-13,106.77999877929688
2023-06-14,112.86000061035156
2023-06-15,112.41000366210938
2023-06-16,113.58999633789062
2023-06-20,109.54000091552734
2023-06-21,109.9800033569336
2023-06-22,110.45999908447266
2023-06-23,109.5199966430664
2023-06-26,111.73999786376953
2023-06-27,113.61000061035156
2023-06-28,113.02999877929688
2023-06-29,113.37000274658203
2023-06-30,110.37000274658203
2023-07-03,109.11000061035156
2023-07-05,107.0999984741211
2023-07-06,105.0999984741211
2023-07-07,104.45999908447266
2023-07-10,105.77999877929688
2023-07-11,107.38999938964844
2023-07-12,107.76000213623047
2023-07-13,107.83999633789062
2023-07-14,107.94999694824219
2023-07-17,108.70999908447266
2023-07-18,109.72000122070312
2023-07-19,109.87999725341797
2023-07-20,107.52999877929688
2023-07-21,109.05999755859375
2023-07-24,108.7699966430664
2023-07-25,108.30000305175781
2023-07-26,109.30000305175781
2023-07-27,107.66999816894531
2023-07-28,108.62000274658203
2023-07-31,110.38999938964844
2023-08-01,109.4000015258789
2023-08-02,107.51000213623047
2023-08-03,108.63999938964844
2023-08-04,108.80999755859375
2023-08-07,110.4800033569336
2023-08-08,109.69000244140625
2023-08-09,109.69000244140625
2023-08-10,109.02999877929688
2023-08-11,108.08999633789062
2023-08-14,107.63999938964844
2023-08-15,106.55000305175781
2023-08-16,106.52999877929688
2023-08-17,105.05000305175781
2023-08-18,104.80999755859375
2023-08-21,102.86000061035156
2023-08-22,101.45999908447266
2023-08-23,98.75
2023-08-24,97.62999725341797
2023-08-25,98.83999633789062
2023-08-28,99.62999725341797
2023-08-29,101.7699966430664
2023-08-30,102.0999984741211
2023-08-31,101.70999908447266
2023-09-01,102.36000061035156
2023-09-05,100.31999969482422
2023-09-06,100.18000030517578
2023-09-07,97.93000030517578
2023-09-08,97.66999816894531
2023-09-11,96.79000091552734
2023-09-12,96.30000305175781
2023-09-13,96.12999725341797
2023-09-14,97.19000244140625
2023-09-15,96.26000213623047
2023-09-18,95.51000213623047
2023-09-19,94.62000274658203
2023-09-20,94.04000091552734
2023-09-21,91.58999633789062
2023-09-22,90.8499984741211
2023-09-25,90.5999984741211
2023-09-26,90.16999816894531
2023-09-27,89.41999816894531
2023-09-28,89.62999725341797
2023-09-29,95.62000274658203
2023-10-02,94.55999755859375
2023-10-03,95.08999633789062
2023-10-04,95.88999938964844
2023-10-05,95.79000091552734
2023-10-06,97.11000061035156
2023-10-09,96.87999725341797
2023-10-10,97.62000274658203
2023-10-11,98.6500015258789
2023-10-12,99.25
2023-10-13,99.91000366210938
2023-10-16,102.04000091552734
2023-10-17,103.01000213623047
2023-10-18,103.7699966430664
2023-10-19,103.05000305175781
2023-10-20,102.66999816894531
2023-10-23,102.80999755859375
2023-10-24,105.18000030517578
2023-10-25,103.54000091552734
2023-10-26,100.0199966430664
2023-10-27,97.9800033569336
2023-10-30,101.80000305175781
2023-10-31,102.7699966430664
2023-11-01,100.87999725341797
2023-11-02,105.08000183105469
2023-11-03,107.05999755859375
2023-11-06,107.25
2023-11-07,109.36000061035156
2023-11-08,109.38999938964844
2023-11-09,107.0
2023-11-10,106.11000061035156
2023-11-13,104.19999694824219
2023-11-14,105.75
2023-11-15,107.81999969482422
2023-11-16,107.61000061035156
2023-11-17,105.95999908447266
2023-11-20,106.31999969482422
2023-11-21,106.55000305175781
2023-11-22,107.91999816894531
2023-11-24,107.63999938964844
2023-11-27,107.95999908447266
2023-11-28,108.75
2023-11-29,110.37000274658203
2023-11-30,110.2699966430664
2023-12-01,113.4800033569336
2023-12-04,115.1500015258789
2023-12-05,115.41000366210938
2023-12-06,116.11000061035156
2023-12-07,114.80999755859375
2023-12-08,115.91000366210938
2023-12-11,118.61000061035156
2023-12-12,119.63999938964844
2023-12-13,121.16999816894531
2023-12-14,121.0199966430664
2023-12-15,121.55000305175781
2023-12-18,121.13999938964844
2023-12-19,122.63999938964844
2023-12-20,121.43000030517578
2023-12-21,122.52999877929688
2023-12-22,108.04000091552734
2023-12-26,108.0199966430664
2023-12-27,107.12999725341797
2023-12-28,108.81999969482422
2023-12-29,108.56999969482422
2024-01-02,106.55000305175781
2024-01-03,104.04000091552734
2024-01-04,102.30000305175781
2024-01-05,102.08000183105469
2024-01-08,103.62000274658203
2024-01-09,102.73999786376953
2024-01-10,103.7699966430664
2024-01-11,105.9000015258789
2024-01-12,105.05999755859375
2024-01-16,101.72000122070312
2024-01-17,100.81999969482422
2024-01-18,100.94000244140625
2024-01-19,101.77999877929688
2024-01-22,100.55999755859375
2024-01-23,101.9000015258789
2024-01-24,100.76000213623047
2024-01-25,100.7699966430664
2024-01-26,102.75
2024-01-29,103.87999725341797
2024-01-30,104.18000030517578
2024-01-31,101.52999877929688
2024-02-01,101.76000213623047
2024-02-02,100.70999908447266
2024-02-05,99.68000030517578
2024-02-06,102.61000061035156
2024-02-07,103.79000091552734
2024-02-08,103.7699966430664
2024-02-09,104.5
2024-02-12,107.18000030517578
2024-02-13,105.0
2024-02-14,106.33000183105469
2024-02-15,106.05000305175781
2024-02-16,103.51000213623047
2024-02-20,103.30000305175781
2024-02-21,105.2699966430664
2024-02-22,105.08000183105469
2024-02-23,105.62999725341797
2024-02-26,104.54000091552734
2024-02-27,105.1500015258789
2024-02-28,104.3499984741211
2024-02-29,103.93000030517578
2024-03-01,101.87999725341797
2024-03-04,99.54000091552734
2024-03-05,98.30999755859375
2024-03-06,97.62999725341797
2024-03-07,98.19000244140625
2024-03-08,99.16000366210938
2024-03-11,101.08000183105469
2024-03-12,100.18000030517578
2024-03-13,101.36000061035156
2024-03-14,100.26000213623047
2024-03-15,99.63999938964844
2024-03-18,98.73999786376953
2024-03-19,99.95999908447266
2024-03-20,100.2699966430664
2024-03-21,100.81999969482422
2024-03-22,93.86000061035156
2024-03-25,93.75
2024-03-26,92.58000183105469
2024-03-27,94.12999725341797
2024-03-28,93.9800033569336
2024-04-01,92.55999755859375
2024-04-02,90.94999694824219
2024-04-03,90.33000183105469
2024-04-04,89.06999969482422
2024-04-05,88.83999633789062
2024-04-08,90.0
2024-04-09,91.0
2024-04-10,89.0
2024-04-11,92.0
2024-04-12,92.0
2024-04-15,93.0999984741211
2024-04-16,93.38999938964844
2024-04-17,94.83999633789062
2024-04-18,95.73999786376953
2024-04-19,94.52999877929688
2024-04-22,94.19000244140625
2024-04-23,94.0199966430664
2024-04-24,94.63999938964844
2024-04-25,93.94000244140625
2024-04-26,94.12000274658203
2024-04-29,94.05999755859375
2024-04-30,92.26000213623047
2024-05-01,90.33999633789062
2024-05-02,92.41000366210938
2024-05-03,92.1500015258789
2024-05-06,93.36000061035156
2024-05-07,93.77999877929688
2024-05-08,93.58999633789062
2024-05-09,93.38999938964844
2024-05-10,90.94000244140625
2024-05-13,92.72000122070312
2024-05-14,92.79000091552734
2024-05-15,91.66999816894531
2024-05-16,91.7699966430664
2024-05-17,92.18000030517578
2024-05-20,91.7699966430664
2024-05-21,92.81999969482422
2024-05-22,92.5
2024-05-23,91.4000015258789
2024-05-24,91.75
2024-05-28,92.0
2024-05-29,91.66999816894531
2024-05-30,93.44999694824219
2024-05-31,95.05000305175781
2024-06-03,94.4000015258789
2024-06-04,94.73999786376953
2024-06-05,94.31999969482422
2024-06-06,95.72000122070312
2024-06-07,96.55000305175781
2024-06-10,96.0
2024-06-11,95.87000274658203
2024-06-12,93.68000030517578
2024-06-13,94.18000030517578
2024-06-14,93.38999938964844
2024-06-17,95.0
2024-06-18,94.77999877929688
2024-06-20,95.56999969482422
2024-06-21,97.18000030517578
2024-06-24,97.16999816894531
2024-06-25,94.75
2024-06-26,94.05999755859375
2024-06-27,94.19000244140625
2024-06-28,75.37000274658203
2024-07-01,76.83000183105469
2024-07-02,76.04000091552734
2024-07-03,75.23999786376953
2024-07-05,75.43000030517578
2024-07-08,73.05000305175781
2024-07-09,72.45999908447266
2024-07-10,72.54000091552734
2024-07-11,73.38999938964844
2024-07-12,73.41999816894531
2024-07-15,71.30999755859375
2024-07-16,72.80999755859375
2024-07-17,73.06999969482422
2024-07-18,72.37999725341797
2024-07-19,72.69999694824219
2024-07-22,74.86000061035156
2024-07-23,73.4000015258789
2024-07-24,71.08999633789062
2024-07-25,71.41000366210938
2024-07-26,72.55999755859375
2024-07-29,73.55000305175781
2024-07-30,74.31999969482422
2024-07-31,74.86000061035156
2024-08-01,73.8499984741211
2024-08-02,74.01000213623047
2024-08-05,71.41999816894531
2024-08-06,72.5
2024-08-07,72.62000274658203
2024-08-08,74.19000244140625
2024-08-09,74.33999633789062
2024-08-12,74.63999938964844
2024-08-13,78.5
2024-08-14,78.5199966430664
2024-08-15,82.5
2024-08-16,83.2300033569336
2024-08-19,83.27999877929688
2024-08-20,83.55999755859375
2024-08-21,84.0
2024-08-22,83.41000366210938
2024-08-23,84.05000305175781
2024-08-26,84.27999877929688
2024-08-27,85.29000091552734
2024-08-28,82.79000091552734
2024-08-29,83.26000213623047
2024-08-30,83.31999969482422
2024-09-03,81.31999969482422
2024-09-04,81.0199966430664
2024-09-05,80.83000183105469
2024-09-06,80.62999725341797
2024-09-09,79.48999786376953
2024-09-10,78.08999633789062
2024-09-11,78.4000015258789
2024-09-12,78.4000015258789
2024-09-13,79.01000213623047
2024-09-16,79.80000305175781
2024-09-17,80.63999938964844
2024-09-18,80.9000015258789
2024-09-19,80.9800033569336
2024-09-20,86.5199966430664
2024-09-23,86.19999694824219
2024-09-24,87.45999908447266
2024-09-25,88.0
2024-09-26,89.38999938964844
2024-09-27,89.44000244140625
2024-09-30,88.4000015258789
2024-10-01,89.12999725341797
2024-10-02,83.0999984741211
2024-10-03,82.0999984741211
2024-10-04,82.25
2024-10-07,80.83000183105469
2024-10-08,80.7699966430664
2024-10-09,82.44999694824219
2024-10-10,82.0999984741211
2024-10-11,82.1500015258789
2024-10-14,81.5999984741211
2024-10-15,82.12000274658203
2024-10-16,83.94000244140625
2024-10-17,83.4000015258789
2024-10-18,82.91999816894531
2024-10-21,81.4800033569336
2024-10-22,81.41999816894531
2024-10-23,80.05000305175781
2024-10-24,79.04000091552734
2024-10-25,78.8499984741211
2024-10-28,78.91000366210938
2024-10-29,78.4000015258789
2024-10-30,76.44999694824219
2024-10-31,77.12999725341797
2024-11-01,78.05999755859375
2024-11-04,77.19000244140625
2024-11-05,77.9800033569336
2024-11-06,75.31999969482422
2024-11-07,75.91999816894531
2024-11-08,75.87999725341797
2024-11-11,76.5999984741211
2024-11-12,76.66000366210938
2024-11-13,76.5199966430664
2024-11-14,75.68000030517578
2024-11-15,76.66000366210938
2024-11-18,74.88999938964844
2024-11-19,73.91000366210938
2024-11-20,73.36000061035156
2024-11-21,75.0999984741211
