Date,TPL
2024-03-04,512.7633056640625
2024-03-05,505.23333740234375
2024-03-06,495.14666748046875
2024-03-07,500.5400085449219
2024-03-08,509.239990234375
2024-03-11,517.67333984375
2024-03-12,525.1566772460938
2024-03-13,535.489990234375
2024-03-14,547.6033325195312
2024-03-15,555.4966430664062
2024-03-18,556.7000122070312
2024-03-19,562.0
2024-03-20,563.933349609375
2024-03-21,566.6533203125
2024-03-22,561.9566650390625
2024-03-25,574.8533325195312
2024-03-26,559.7266845703125
2024-03-27,576.3300170898438
2024-03-28,578.510009765625
2024-04-01,571.0900268554688
2024-04-02,575.6599731445312
2024-04-03,586.9000244140625
2024-04-04,597.1599731445312
2024-04-05,596.219970703125
2024-04-08,579.1199951171875
2024-04-09,589.4099731445312
2024-04-10,594.219970703125
2024-04-11,601.52001953125
2024-04-12,605.719970703125
2024-04-15,583.9099731445312
2024-04-16,586.9299926757812
2024-04-17,584.9600219726562
2024-04-18,582.4000244140625
2024-04-19,582.5999755859375
2024-04-22,585.8099975585938
2024-04-23,587.8099975585938
2024-04-24,589.010009765625
2024-04-25,592.02001953125
2024-04-26,595.6699829101562
2024-04-29,602.4000244140625
2024-04-30,576.2999877929688
2024-05-01,558.6900024414062
2024-05-02,558.5599975585938
2024-05-03,561.6199951171875
2024-05-06,571.4400024414062
2024-05-07,569.719970703125
2024-05-08,563.5
2024-05-09,615.22998046875
2024-05-10,623.719970703125
2024-05-13,605.280029296875
2024-05-14,607.6799926757812
2024-05-15,601.5399780273438
2024-05-16,608.52001953125
2024-05-17,610.219970703125
2024-05-20,617.0999755859375
2024-05-21,618.280029296875
2024-05-22,608.02001953125
2024-05-23,608.4299926757812
2024-05-24,611.260009765625
2024-05-28,617.1300048828125
2024-05-29,613.77001953125
2024-05-30,614.5399780273438
2024-05-31,614.3099975585938
2024-06-03,595.7899780273438
2024-06-04,584.47998046875
2024-06-05,593.02001953125
2024-06-06,592.75
2024-06-07,582.0700073242188
2024-06-10,723.280029296875
2024-06-11,766.7100219726562
2024-06-12,777.27001953125
2024-06-13,764.0
2024-06-14,750.0
2024-06-17,760.010009765625
2024-06-18,767.719970703125
2024-06-20,776.260009765625
2024-06-21,754.8099975585938
2024-06-24,747.7000122070312
2024-06-25,750.219970703125
2024-06-26,743.02001953125
2024-06-27,733.8400268554688
2024-06-28,734.27001953125
2024-07-01,724.8599853515625
2024-07-02,735.0
2024-07-03,747.7999877929688
2024-07-05,747.5399780273438
2024-07-08,751.489990234375
2024-07-09,750.0
2024-07-10,776.9600219726562
2024-07-11,785.1099853515625
2024-07-12,801.260009765625
2024-07-15,822.77001953125
2024-07-16,824.0700073242188
2024-07-17,818.52001953125
2024-07-18,816.9600219726562
2024-07-19,814.47998046875
2024-07-22,807.3900146484375
2024-07-23,799.9500122070312
2024-07-24,793.469970703125
2024-07-25,807.5599975585938
2024-07-26,818.8499755859375
2024-07-29,816.9299926757812
2024-07-30,826.3300170898438
2024-07-31,844.9000244140625
2024-08-01,823.010009765625
2024-08-02,782.7899780273438
2024-08-05,756.0499877929688
2024-08-06,772.9199829101562
2024-08-07,772.989990234375
2024-08-08,827.780029296875
2024-08-09,822.5700073242188
2024-08-12,832.7100219726562
2024-08-13,819.5800170898438
2024-08-14,819.2999877929688
2024-08-15,828.8200073242188
2024-08-16,821.489990234375
2024-08-19,842.2999877929688
2024-08-20,817.510009765625
2024-08-21,825.3599853515625
2024-08-22,829.9299926757812
2024-08-23,859.010009765625
2024-08-26,861.97998046875
2024-08-27,858.3200073242188
2024-08-28,873.010009765625
2024-08-29,870.77001953125
2024-08-30,868.8900146484375
2024-09-03,815.0399780273438
2024-09-04,803.760009765625
2024-09-05,792.72998046875
2024-09-06,798.510009765625
2024-09-09,791.52001953125
2024-09-10,787.6500244140625
2024-09-11,789.25
2024-09-12,794.6900024414062
2024-09-13,808.989990234375
2024-09-16,838.6099853515625
2024-09-17,873.510009765625
2024-09-18,881.7999877929688
2024-09-19,915.6599731445312
2024-09-20,936.280029296875
2024-09-23,952.1300048828125
2024-09-24,940.5999755859375
2024-09-25,927.72998046875
2024-09-26,873.9000244140625
2024-09-27,887.0800170898438
2024-09-30,884.739990234375
2024-10-01,914.3400268554688
2024-10-02,930.010009765625
2024-10-03,970.4600219726562
2024-10-04,981.3699951171875
2024-10-07,985.5700073242188
2024-10-08,970.8599853515625
2024-10-09,980.1500244140625
2024-10-10,1002.2000122070312
2024-10-11,1058.4200439453125
2024-10-14,1066.18994140625
2024-10-15,1036.6700439453125
2024-10-16,1047.9599609375
2024-10-17,1066.02001953125
2024-10-18,1058.530029296875
2024-10-21,1074.5699462890625
2024-10-22,1091.72998046875
2024-10-23,1084.260009765625
2024-10-24,1089.969970703125
2024-10-25,1098.010009765625
2024-10-28,1090.31005859375
2024-10-29,1108.9000244140625
2024-10-30,1153.6300048828125
2024-10-31,1166.0
2024-11-01,1172.6199951171875
2024-11-04,1207.5799560546875
2024-11-05,1243.1500244140625
2024-11-06,1329.6199951171875
2024-11-07,1335.31005859375
2024-11-08,1374.06005859375
2024-11-11,1399.8800048828125
2024-11-12,1406.760009765625
2024-11-13,1366.4200439453125
2024-11-14,1361.199951171875
2024-11-15,1359.93994140625
2024-11-18,1398.75
2024-11-19,1420.1300048828125
2024-11-20,1450.699951171875
2024-11-21,1515.530029296875
