Date,SPSC
2024-07-19,202.24000549316406
2024-07-22,206.67999267578125
2024-07-23,208.64999389648438
2024-07-24,205.36000061035156
2024-07-25,205.6199951171875
2024-07-26,209.0
2024-07-29,205.8000030517578
2024-07-30,207.72000122070312
2024-07-31,215.4199981689453
2024-08-01,208.9600067138672
2024-08-02,200.55999755859375
2024-08-05,191.22999572753906
2024-08-06,192.47000122070312
2024-08-07,188.99000549316406
2024-08-08,198.50999450683594
2024-08-09,200.9499969482422
2024-08-12,193.91000366210938
2024-08-13,196.27000427246094
2024-08-14,192.97999572753906
2024-08-15,197.9499969482422
2024-08-16,196.8000030517578
2024-08-19,197.11000061035156
2024-08-20,194.3000030517578
2024-08-21,196.0
2024-08-22,194.3800048828125
2024-08-23,198.36000061035156
2024-08-26,198.39999389648438
2024-08-27,196.99000549316406
2024-08-28,196.3300018310547
2024-08-29,198.36000061035156
2024-08-30,199.74000549316406
2024-09-03,191.17999267578125
2024-09-04,190.0500030517578
2024-09-05,188.60000610351562
2024-09-06,185.85000610351562
2024-09-09,186.07000732421875
2024-09-10,185.8800048828125
2024-09-11,186.88999938964844
2024-09-12,188.1300048828125
2024-09-13,192.85000610351562
2024-09-16,193.27999877929688
2024-09-17,192.17999267578125
2024-09-18,192.80999755859375
2024-09-19,195.64999389648438
2024-09-20,195.3300018310547
2024-09-23,195.30999755859375
2024-09-24,195.10000610351562
2024-09-25,189.75999450683594
2024-09-26,191.33999633789062
2024-09-27,192.25
2024-09-30,194.1699981689453
2024-10-01,191.57000732421875
2024-10-02,189.61000061035156
2024-10-03,185.36000061035156
2024-10-04,190.32000732421875
2024-10-07,189.69000244140625
2024-10-08,192.60000610351562
2024-10-09,198.38999938964844
2024-10-10,195.30999755859375
2024-10-11,198.80999755859375
2024-10-14,195.80999755859375
2024-10-15,195.82000732421875
2024-10-16,196.0399932861328
2024-10-17,194.3300018310547
2024-10-18,192.82000732421875
2024-10-21,192.9499969482422
2024-10-22,191.42999267578125
2024-10-23,189.75
2024-10-24,190.97999572753906
2024-10-25,170.49000549316406
2024-10-28,171.00999450683594
2024-10-29,172.8000030517578
2024-10-30,168.97999572753906
2024-10-31,165.0
2024-11-01,166.47000122070312
2024-11-04,167.1999969482422
2024-11-05,171.2100067138672
2024-11-06,183.6199951171875
2024-11-07,185.27000427246094
2024-11-08,185.22999572753906
2024-11-11,187.1699981689453
2024-11-12,186.77000427246094
2024-11-13,186.6699981689453
2024-11-14,179.74000549316406
2024-11-15,176.58999633789062
2024-11-18,176.25999450683594
2024-11-19,177.52999877929688
2024-11-20,179.8699951171875
2024-11-21,186.32000732421875
