Date,CHRD
2024-09-03,141.41000366210938
2024-09-04,138.72000122070312
2024-09-05,137.38999938964844
2024-09-06,134.3699951171875
2024-09-09,133.11000061035156
2024-09-10,132.2100067138672
2024-09-11,132.92999267578125
2024-09-12,132.72000122070312
2024-09-13,134.0500030517578
2024-09-16,134.41000366210938
2024-09-17,136.92999267578125
2024-09-18,135.9499969482422
2024-09-19,136.33999633789062
2024-09-20,136.72999572753906
2024-09-23,137.3000030517578
2024-09-24,134.8000030517578
2024-09-25,132.82000732421875
2024-09-26,127.41000366210938
2024-09-27,130.8000030517578
2024-09-30,130.22999572753906
2024-10-01,130.58999633789062
2024-10-02,130.8699951171875
2024-10-03,134.6999969482422
2024-10-04,136.4499969482422
2024-10-07,137.77999877929688
2024-10-08,133.35000610351562
2024-10-09,133.25
2024-10-10,134.14999389648438
2024-10-11,133.7100067138672
2024-10-14,132.3699951171875
2024-10-15,126.5
2024-10-16,128.35000610351562
2024-10-17,130.5800018310547
2024-10-18,129.97999572753906
2024-10-21,129.94000244140625
2024-10-22,129.99000549316406
2024-10-23,128.5
2024-10-24,127.66999816894531
2024-10-25,128.85000610351562
2024-10-28,126.41999816894531
2024-10-29,125.97000122070312
2024-10-30,126.31999969482422
2024-10-31,125.0999984741211
2024-11-01,123.80000305175781
2024-11-04,125.2699966430664
2024-11-05,126.63999938964844
2024-11-06,131.9600067138672
2024-11-07,132.86000061035156
2024-11-08,132.00999450683594
2024-11-11,131.6699981689453
2024-11-12,128.60000610351562
2024-11-13,129.0500030517578
2024-11-14,130.88999938964844
2024-11-15,127.27999877929688
2024-11-18,130.3300018310547
2024-11-19,127.97000122070312
2024-11-20,129.83999633789062
2024-11-21,132.36000061035156
